x,y,z
-2.7556588666317428,0.0,-2.9148307156700426
-7.860201784368348,0.0,-3.72490309535479
-1.8570482690386232,0.0,-8.79675514747637
-9.74684595997454,0.0,-6.256056404593515
2.0243530920665838,0.0,-9.66866128459689
-0.1911591602497395,0.0,-9.495270312158535
0.2906978538678118,0.0,-5.312068056958285
-4.529338240227276,0.0,-7.490679207122355
-4.207462410839755,0.0,-9.463296840096584
-6.426346692416258,0.0,-4.112973350522944
-1.1927379160570268,0.0,-8.159175422499692
-7.331175832473058,0.0,-7.571978721286257
4.492958389410767,0.0,-8.975022411214951
-4.263214664944073,0.0,-7.45953798880018
1.172662004205927,0.0,-6.280322532303321
2.540874767502931,0.0,-6.015525071376198
-6.8369514214296245,0.0,-8.170556727713468
-1.2335163726305645,0.0,-7.539986602013822
-0.9818382830111804,0.0,-9.854343504912176
-0.1673879459905407,0.0,-3.747075577688543
-0.0131990090115863,0.0,-3.297342454997267
1.4815815663205072,0.0,-8.718290865573376
-3.663574124093447,0.0,-6.090072690973183
0.8835417257110105,0.0,-4.752218739833188
-1.2600515118404747,0.0,-5.5583393609079135
-2.5792142086930303,0.0,-4.4133025936739445
-2.2196535087862923,0.0,-3.739525154615377
-5.843364134208446,0.0,-9.96357899181765
-3.1041213202629647,0.0,-2.183700335735724
-7.016371290738583,0.0,-4.225354283171054
-8.435571430046965,0.0,-9.37421999676496
-4.424418394032601,0.0,-3.542554219704444
-5.189563833607547,0.0,-3.656740402916756
-5.119281095301023,0.0,-9.529870903684616
-2.475168957286318,0.0,-3.4223091986397662
-6.68325123576083,0.0,-3.53475264888532
-9.348160665096785,0.0,-3.180438200252107
-3.5223881475027063,0.0,-4.783747126616984
-8.611578709020156,0.0,-4.223939032931863
0.3851034592871034,0.0,-8.163635617380585
1.6900382750200276,0.0,-7.215294757899462
-3.512615411310182,0.0,-5.656848063391937
-8.175934207633944,0.0,-4.438452326505498
-2.3006555155622976,0.0,-7.25801080749493
0.6778756506558832,0.0,-4.353268884206654
0.8953295026126344,0.0,-6.372618527425013
-2.2763009488853108,0.0,-6.462856018901213
-4.566782521826642,0.0,-8.991528434681022
-0.0540444475997112,0.0,-3.632437206131314
-6.663274701663628,0.0,-2.87202156902576
-3.461010589449152,0.0,-8.04343773806025
-0.0294890001048919,0.0,-7.15068061393958
-5.028038856674419,0.0,-3.3811367419787324
-8.522753629014435,0.0,-2.3616209875915306
-0.3064786780389443,0.0,-6.202140998515963
-8.848466789857362,0.0,-4.383098185737753
-2.671374760052439,0.0,-3.529117112341784
-0.1981881827605036,0.0,-8.40111693649408
-1.191241056269753,0.0,-7.605888417265401
-8.170878923825335,0.0,-4.616874179551784
1.994374566255676,0.0,-4.95284881708554
-8.263189509886022,0.0,-4.402371806769921
0.030580867221202,0.0,-5.852775244811959
-2.1846706741360444,0.0,-6.266201277097729
-2.973000849275955,0.0,-5.559396511808663
-9.69218248268932,0.0,-7.765687407282709
-0.5962022937315652,0.0,-2.888941143862615
-5.013754919715034,0.0,-3.528148299576994
-3.707093762230407,0.0,-9.57125404908252
1.4566296597454809,0.0,-6.165496499350212
-3.981682618950924,0.0,-3.1810296699091527
-0.9193430764281824,0.0,-7.784413457021948
-4.135162834620125,0.0,-6.987582446269598
-5.365661593254993,0.0,-2.146470670824967
-0.5320615715592698,0.0,-8.653634819944893
-8.63517855919399,0.0,-8.639220418337105
-4.103353782688888,0.0,-7.953361898375066
-7.339318983892264,0.0,-2.7826443253589623
-2.7794650865153354,0.0,-7.207712384366662
-6.480404733746847,0.0,-3.683598528197825
1.7383850398178442,0.0,-6.14310805973915
0.1246173247090975,0.0,-7.191654059573384
-6.862885984717497,0.0,-5.07450110901596
-8.37062346635097,0.0,-5.396623601414479
-9.822835253859155,0.0,-3.397868964210926
-9.877718561313554,0.0,-9.946174307963362
-4.563566557666421,0.0,-7.623542267210633
-1.4059508995918009,0.0,-8.414610125589597
-1.646223182779602,0.0,-9.396722740160095
-1.2405850787125736,0.0,-6.251383137321087
-4.242835359224209,0.0,-8.472646364260314
0.2143506235388077,0.0,-9.220660981896572
-5.060246094811804,0.0,-2.170673405636143
-8.83401046316742,0.0,-8.87951110947687
-0.6712373885611491,0.0,-6.342604870526474
2.608750917487333,0.0,-7.260708386357068
-2.618898951891488,0.0,-6.667073800559178
-3.885095869777178,0.0,-2.3092796574176644
-4.394654776378499,0.0,-7.926105747299807
-8.264545972105866,0.0,-5.637022265692884
-4.327951585842742,0.0,-5.138615929089241
-5.746300754002103,0.0,-9.79570585301824
-7.771462775897042,0.0,-8.289963023152522
-8.052955747196355,0.0,-8.978055014687884
4.047129140677889,0.0,-9.841212797298818
-8.29522868135361,0.0,-4.840258773116844
0.0362976306500488,0.0,-4.99594050676587
-8.140322721904669,0.0,-9.218725675962489
-7.450146747528093,0.0,-6.8447431617949
-4.59444862919741,0.0,-7.326254013328429
0.487064952860301,0.0,-2.85083827478152
-3.743786341376565,0.0,-9.633497248681175
-6.51868822032651,0.0,-2.5945896969751576
3.3445589332618937,0.0,-9.852307771094337
-3.630532196521341,0.0,-7.875760534003762
0.1099356141773917,0.0,-3.9153771776391793
-3.751137203849357,0.0,-2.2487595497046176
0.3649252334414843,0.0,-9.50186446503724
-9.312914664398658,0.0,-5.275187833358988
0.9762180039960526,0.0,-9.072196285495496
3.528849897350046,0.0,-7.575126900497036
-1.5183858157971528,0.0,-7.59507854076201
-0.6412954747045241,0.0,-7.793642467783641
-5.381332345439698,0.0,-2.876370237557488
-9.811939310362094,0.0,-8.280070704605691
-6.820057648468048,0.0,-2.8948383849949426
-0.0234352942103797,0.0,-4.515968732205056
-4.561336982472479,0.0,-2.6652994331429074
1.3890075288842887,0.0,-6.404155007862893
-9.826067640522282,0.0,-9.217963189034046
-3.8611902772524846,0.0,-6.878513071384282
-5.278673903387374,0.0,-4.745160382608948
-3.1903944908485427,0.0,-8.430078638479522
-3.06964092128835,0.0,-8.160706683366426
-4.214304961528478,0.0,-4.773337188995601
-2.729118485002447,0.0,-7.4387553955955905
1.8327518208078888,0.0,-7.253214922672382
0.1900127378759286,0.0,-3.2204923719976053
-5.065154598096564,0.0,-6.394543396838641
-7.69938365884488,0.0,-5.957036361852111
-2.098625160298308,0.0,-2.427242056684104
0.0639829780071092,0.0,-5.35343545600067
-6.472027227817209,0.0,-5.944250274766705
0.8566339445802669,0.0,-9.680732347292578
3.4428397696955884,0.0,-8.824008965108689
1.7879802809594825,0.0,-4.973155171519772
2.785638106258272,0.0,-9.339878627700111
-2.6940383986956418,0.0,-9.230605761112956
0.5852364994185706,0.0,-8.895809741431421
-7.555520771466382,0.0,-6.289259624132644
-5.663475104112696,0.0,-7.70141196379827
-1.2100775496093696,0.0,-6.919161425385183
2.8223461198708115,0.0,-8.859217647873676
-9.57026445467054,0.0,-2.9954112625400864
-9.98733222357397,0.0,-9.63923364903695
0.6274641037311568,0.0,-8.426758432587382
-6.739088446465025,0.0,-3.260048404233089
-1.9609794917723384,0.0,-3.2630425719857463
-9.994203586782184,0.0,-9.786473786692632
-1.93774058418205,0.0,-5.8417958554466125
2.9588391080127074,0.0,-6.5988713210568495
-5.211096332020468,0.0,-8.112875470470886
-8.392926990778644,0.0,-8.58280484227022
-7.974037895805441,0.0,-2.8176229353748266
-3.20342522531063,0.0,-9.539712707837095
-8.590892034958515,0.0,-5.172013470780952
-0.0514265248588117,0.0,-2.3718225891824
-5.40861603272405,0.0,-8.628236609805898
-0.1023801448906276,0.0,-5.591176400154907
-1.333205012401745,0.0,-7.272118012351432
0.1788998794221683,0.0,-3.437077924755389
-2.165197552098784,0.0,-4.463850843398685
-0.7669644387327708,0.0,-8.957557439066049
-0.7167855784225434,0.0,-7.361356472516309
-7.291294428755859,0.0,-9.61226962830699
3.2678101290439283,0.0,-7.179187970260528
-4.966298875163826,0.0,-6.327191919045363
-6.077352517167847,0.0,-9.474344854301703
-4.196558459433517,0.0,-5.542875667235345
0.4931782247311904,0.0,-3.989738993371235
-8.550828996309257,0.0,-2.6106039254906417
-7.551288276669121,0.0,-3.1443255863200825
-2.4780994971027592,0.0,-2.9073352829902044
-5.819393315948767,0.0,-7.162230973751484
-1.2091295924497274,0.0,-4.71796897291151
-8.749318316444194,0.0,-2.360601352513348
-7.975454857273747,0.0,-6.840313251381374
-3.359858909436255,0.0,-3.613689450816504
-5.565540730894918,0.0,-7.952042966752712
-7.165292186741405,0.0,-6.0401801616624855
-9.326757747494268,0.0,-9.464511851488396
-9.931636004853647,0.0,-9.694823750092525
-7.866295483680126,0.0,-6.073546510067005
-4.954345231183512,0.0,-7.218733590301993
-6.009280379413051,0.0,-6.112713901356748
1.201198231901353,0.0,-5.684996170769221
-2.4862528351686723,0.0,-9.130950319760414
-5.941996897664136,0.0,-4.369071481355715
-3.2749203051556464,0.0,-8.518176717818537
-8.309558049544929,0.0,-3.559889017703954
-7.461675881133935,0.0,-3.627736945997688
-7.892163064087255,0.0,-5.26505385020508
-9.767064698060103,0.0,-8.499521428669286
-2.564830347407792,0.0,-6.927755938546014
-3.6980605843150594,0.0,-9.459866896421474
-4.216174675426078,0.0,-7.844222891801744
-5.749576451396576,0.0,-7.127602585451531
-5.587604783429314,0.0,-8.501755636505592
-0.2052824826030015,0.0,-1.7817675443384715
-5.943319501584192,0.0,-2.8585879257293767
-8.586249262488195,0.0,-8.546925820787212
3.643455981141761,0.0,-8.912087727448657
-6.267632281618585,0.0,-8.143875445140687
-9.374934128346874,0.0,-5.255261921719862
-3.145724882019443,0.0,-7.041556068173538
-2.782774411060309,0.0,-3.3811084654007484
3.1164370153278647,0.0,-6.706750907217504
-5.37052696438823,0.0,-3.56885580015282
-5.0603890382975925,0.0,-7.267958203723774
-8.339371191592807,0.0,-6.118601603312019
-0.4364940503792329,0.0,-9.840550682004263
-0.5080349362657284,0.0,-4.271880571664937
-0.3577683406129672,0.0,-7.2681326008473635
-2.577787430557894,0.0,-9.583034089164856
-9.948245801759114,0.0,-9.445530684513043
-1.2865381092277524,0.0,-5.259658748421259
2.410585304694377,0.0,-9.376418624397864
-8.345491389654399,0.0,-8.09536288399703
0.2585568340206006,0.0,-6.189477300512463
2.01402406710918,0.0,-5.678717001699054
-5.026891094047505,0.0,-2.046169189278011
-5.174734509054844,0.0,-4.138326676734858
-4.421339447645758,0.0,-6.509110833706839
-5.981821466341879,0.0,-7.0356625246090605
3.803767070724538,0.0,-8.514412385480565
-0.876326788119286,0.0,-6.6320489665359545
-4.122533569288665,0.0,-8.107765180111526
-6.714475901871841,0.0,-7.189046970603179
0.1274482953215976,0.0,-9.441333498249064
-0.7731096109751316,0.0,-2.4507245919096743
-5.396770642401412,0.0,-7.559679207429415
-7.206003759178441,0.0,-4.597452038733598
-1.279445272352877,0.0,-2.9302550471277167
-5.642865856319865,0.0,-5.027016593174958
1.8689056891416025,0.0,-8.164272975119562
-5.4205913835286745,0.0,-6.203622989540034
-1.772018575133231,0.0,-3.111258526846246
-0.8041390849037793,0.0,-7.46426743405268
-0.2523648599072974,0.0,-2.95857825582424
-2.807063372294283,0.0,-6.375697804285312
-5.67534640387148,0.0,-9.796968408061504
-8.91522429195083,0.0,-2.684467757721092
3.9335689664027527,0.0,-8.789129579897317
-9.12818936660684,0.0,-5.838737640237738
-3.4134480266287,0.0,-7.107474453388702
-0.555983337332119,0.0,-2.298955295615075
-4.861202880897128,0.0,-4.341267442233003
-3.1352558680351343,0.0,-6.657266157890664
-0.5139727015517241,0.0,-6.258198466988114
-8.780096478749966,0.0,-2.7127857900658032
-8.062127125152207,0.0,-4.010985602326951
-9.600362178919797,0.0,-3.6329708729304215
-9.071464492172158,0.0,-9.938953419863113
-3.7414692102155302,0.0,-4.105661475992964
-2.3583809568278724,0.0,-7.097883987340468
-7.698099659081754,0.0,-9.78396804709977
-2.7555240193040564,0.0,-7.841402507126194
0.9400757668307982,0.0,-9.957068536371942
-6.172836839300406,0.0,-7.396077123498115
-2.3297746184408163,0.0,-5.64118431121166
2.0631032715432305,0.0,-6.527338702652552
-1.417415472801336,0.0,-5.470272146533315
-4.697738056950202,0.0,-3.41001938596337
-1.639519960514221,0.0,-7.889702686614743
-0.3125883705879388,0.0,-6.795573676313918
-1.5865135625002829,0.0,-7.635471143855977
-6.517769808344469,0.0,-3.0685616170127616
1.2475907588253925,0.0,-9.153108680315682
